filename,num_alpha_dihedrals,alpha_dihedral_score,num_beta_dihedrals,beta_dihedral_score,ranking_score,cluster_single,cluster_size_single,cluster_average,cluster_size_average,cluster_maximum,cluster_size_maximum,cluster_pairs_min,cluster_size_pairs_min,cluster_pairs_abs,cluster_size_pairs_abs,num_pairs,rmsd,maxsub,tm,msi,filename_experimental,L_experiment,L_prediction,L_joint,L_normalization
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_173_10_hMIN.pdb,22,5.3999999999999995,15,4.6000000000000005,0.2127659574468085,7,1,6,3,9,3,0,36,0,35,29,2.512,0.155,0.24600000000000002,0.155,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_117_6_hMIN.pdb,22,9.0,20,6.0,0.3191489361702128,63,22,15,26,12,4,2,29,2,29,22,2.838,0.11,0.239,0.11,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_96_4_hMIN.pdb,22,7.4,14,3.6,0.23404255319148937,56,54,8,65,11,7,1,57,5,13,25,2.464,0.135,0.23600000000000002,0.135,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_117_3_hMIN.pdb,22,4.6000000000000005,19,6.4,0.23404255319148937,63,22,15,26,8,22,2,29,2,29,21,2.539,0.11,0.23399999999999999,0.11,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_96_3_hMIN.pdb,22,7.0,15,4.4,0.24255319148936172,33,1,7,2,6,1,0,36,0,35,23,2.6430000000000002,0.12,0.233,0.12,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_96_2_hMIN.pdb,22,7.400000000000001,15,2.0,0.20000000000000004,32,1,13,9,11,7,7,7,0,35,25,2.571,0.133,0.231,0.133,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_96_8_hMIN.pdb,22,3.0000000000000004,16,1.4,0.09361702127659575,63,22,15,26,8,22,2,29,2,29,19,2.2769999999999997,0.106,0.231,0.106,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_75_6_hMIN.pdb,22,5.8,5,1.0,0.14468085106382977,62,3,16,14,21,9,4,13,4,13,19,2.5610000000000004,0.10099999999999999,0.22899999999999998,0.10099999999999999,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_159_9_hMIN.pdb,22,6.6,8,3.0,0.20425531914893616,34,1,15,26,12,4,2,29,2,29,21,2.8480000000000003,0.10400000000000001,0.22899999999999998,0.10400000000000001,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_82_2_hMIN.pdb,22,5.4,15,2.6,0.1702127659574468,61,3,16,14,21,9,4,13,4,13,23,2.98,0.11,0.22699999999999998,0.11,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_117_1_hMIN.pdb,22,3.2,15,5.200000000000001,0.17872340425531918,63,22,15,26,8,22,2,29,2,29,23,3.052,0.11,0.225,0.11,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_131_6_hMIN.pdb,22,7.199999999999999,14,5.8,0.2765957446808511,63,22,15,26,8,22,2,29,2,29,24,2.519,0.126,0.22399999999999998,0.126,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_89_10_hMIN.pdb,22,10.200000000000001,18,3.4000000000000004,0.2893617021276596,39,1,14,3,31,2,0,36,0,35,24,2.6039999999999996,0.126,0.22399999999999998,0.126,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_82_3_hMIN.pdb,22,8.2,20,6.8,0.3191489361702128,61,3,16,14,21,9,4,13,4,13,24,2.728,0.124,0.221,0.124,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_75_3_hMIN.pdb,22,8.6,12,0.0,0.1829787234042553,64,6,16,14,21,9,4,13,4,13,28,2.9189999999999996,0.136,0.221,0.136,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/fold/P40337_b0.5_75_2_hMIN.pdb,22,6.800000000000001,14,0.0,0.1446808510638298,62,3,16,14,21,9,4,13,4,13,28,3.055,0.132,0.221,0.132,04ed0b4ea3954fd080fb54c4f1b06ae6/P40337_b0.5/compare/aux/P40337_b0.5_remapped_5nvy_I_107.pdb,143,135,131,131
